id,command,arg0<jpn>,arg1<jpn>,arg2,arg3
-,,,,,
main2-1,bg,scenario00,,,
main2-1,playBgm,character00,,,
main2-1,talk,natsuno,People are surprisingly...,,
main2-1,talk,natsuno,I guess people really do get used to things pretty fast,,
main2-1,talk,natsuno,......,,
main2-1,talk,natsuno,I've gotten completely used to being alone now,,
main2-1,talk,natsuno,I can't even remember what it was like living with Akane and everyone else anymore,,
main2-1,talk,natsuno,Haha,,
main2-1,fg,survivor00,right-right,0.5,serious
main2-1,talk,natsuno,I used to worry about what I would do if I ended up alone again,,
main2-1,talk,natsuno,Now it seems kind of silly,,
main2-1,talk,natsuno,......People are such a mystery， aren't they?,,
main2-1,talk,natsuno,Or maybe......,,
main2-1,talk,natsuno,Maybe it's just me,,
main2-1,talk,natsuno,......,,
main2-1,talk,natsuno,......Can I tell you about my story?,,
main2-1,talk,natsuno,I've always been like this,,
main2-1,talk,natsuno,Always been good at remembering things and getting used to new places quickly,,
main2-1,talk,natsuno,That kind of...... adapting to things， I guess? I don't really know how to explain it， but I was always good at it,,
main2-1,talk,natsuno,Maybe it's because my dad got transferred multiple times， so we moved around a lot,,
main2-1,talk,natsuno,But on the other hand,,
main2-1,talk,natsuno,I never really get obsessed with one thing,,
main2-1,talk,natsuno,It doesn't happen very often， you know ,,
main2-1,talk,natsuno,I don't really have any hobbies， though...,,
main2-1,talk,natsuno,And I forget the names of friends from before we moved pretty quickly,,
main2-1,talk,natsuno,Heh,,
main2-1,pauseBgm,,,,
main2-1,talk,natsuno,......,,
main2-1,fg,survivor00,right-right,0.5,depress
main2-1,talk,natsuno,......While I was running away,,
main2-1,talk,natsuno,When I got separated from my friends,,
main2-1,talk,natsuno,Even when I got separated from Mom and Dad,,
main2-1,talk,natsuno,......I got used to it pretty quickly,,
main2-1,talk,natsuno,......Maybe,,
main2-1,talk,natsuno,Maybe I'll forget you someday too,,
main2-1,talk,natsuno,......Pretty heartless， isn't it,,
main2-1,talk,natsuno,......,,
main2-1,fg,survivor00,right-right,0.5,serious
main2-1,talk,natsuno,......Sometimes I hate that about myself,,
main2-1,talk,natsuno,But at the same time， I think that's just the kind of person I am,,
main2-1,talk,natsuno,So I'm sorry if I forget you,,
main2-1,talk,natsuno,And if that happens,,
main2-1,talk,natsuno,You can forget about me too,,
main2-1,talk,natsuno,Okay?,,
main2-1,wait,1,,,
main2-1,end,questSuccess,,,
-,,,,,
main2-2,bg,scenario00,,,
main2-2,talk,natsuno,......You know,,
main2-2,talk,natsuno,It's amazing,,
main2-2,talk,natsuno,Guess who I ran into?,,
main2-2,wait,1,,,
main2-2,playBgm,character03,,,
main2-2,fg,survivor03,right-left,0.5,smile
main2-2,wait,1,,,
main2-2,talk,akane,I was seriously surprised too,,
main2-2,talk,akane,I never thought I'd run into you in a place like this,,
main2-2,talk,natsuno,Yeah,,
main2-2,talk,natsuno,When I first saw you， I thought you were a ghost,,
main2-2,talk,akane,Hahaha,,
main2-2,talk,akane,Too soon for me to die,,
main2-2,fg,survivor03,right-left,0.5,default
main2-2,talk,akane,......That said， we've actually been looking for you this whole time， Natsuno,,
main2-2,talk,natsuno,Huh......?,,
main2-2,talk,natsuno,Really?,,
main2-2,talk,akane,Yeah,,
main2-2,talk,natsuno,You mean you， Akane?,,
main2-2,talk,natsuno,Or......,,
main2-2,talk,akane,Everyone at the camp,,
main2-2,talk,natsuno,Then......,,
main2-2,talk,akane,Everyone at the camp is safe too,,
main2-2,talk,akane,A few people got hurt， but nothing life-threatening,,
main2-2,talk,akane,We can't use that warehouse anymore...... but we moved somewhere else and we're living there now,,
main2-2,talk,natsuno,I see......,,
main2-2,talk,natsuno,That's good......,,
main2-2,talk,natsuno,But how did you find me?,,
main2-2,talk,natsuno,I came pretty far away......,,
main2-2,talk,akane,Well， we were looking around wondering where you'd gone,,
main2-2,talk,akane,Then I heard an engine I recognized,,
main2-2,talk,akane,Honestly， I never thought we'd really meet again,,
main2-2,talk,natsuno,I see......,,
main2-2,talk,akane,Well， that's how it happened,,
main2-2,talk,akane,You're coming to our camp， right?,,
main2-2,fg,survivor00,right-right,0.5,smile
main2-2,talk,natsuno,......Yeah,,
main2-2,talk,akane,......,,
main2-2,pauseBgm,,,,
main2-2,talk,akane,So......,,
main2-2,fg,survivor00,right-right,0.5,default
main2-2,talk,natsuno,......Yeah?,,
main2-2,talk,akane,Natsuno......,,
main2-2,talk,akane,Before,,
main2-2,fg,survivor03,right-left,0.5,serious
main2-2,talk,akane,Who were you talking to?,,
main2-2,talk,natsuno,......,,
main2-2,talk,natsuno,............,,
main2-2,talk,natsuno,........................,,
main2-2,talk,natsuno,......Oh,,
main2-2,wait,1,,,
main2-2,fadeOut,1,,,
main2-2,newPage,,,,
main2-2,fg,survivor00,right-right,0.5,serious
main2-2,fg,survivor03,right-left,0.5,serious
main2-2,wait,1,,,
main2-2,fadeIn,1,,,
main2-2,talk,akane,......,,
main2-2,talk,akane,............,,
main2-2,talk,akane,......Huh,,
main2-2,playBgm,scenario03,,,
main2-2,talk,akane,You can make a call even without a signal...... huh,,
main2-2,talk,akane,......,,
main2-2,fg,survivor00,right-right,0.5,depress
main2-2,talk,natsuno,......I'm sorry,,
main2-2,talk,natsuno,For keeping it from you,,
main2-2,talk,akane,I wish you would at least show some remorse for keeping it a secret from me， though...,,
main2-2,talk,akane,......But， well,,
