id,_arg0<jpn>,arg0<eng>,_arg1<jpn>,arg1<eng>
-,,,,
hinase1-1,scenario28,scenario28,,
hinase1-1,environment00,environment00,,
hinase1-1,natsuno,natsuno,......,......
hinase1-1,natsuno,natsuno,......なんか,<PLEASE_TRANSLATE>
hinase1-1,natsuno,natsuno,さっきから、バイクのエンジン音みたいなの、聞こえるんだよね,<PLEASE_TRANSLATE>
hinase1-1,natsuno,natsuno,でも、ちょっと変っていうか,<PLEASE_TRANSLATE>
hinase1-1,natsuno,natsuno,走ってるって感じじゃないっていうか,<PLEASE_TRANSLATE>
hinase1-1,natsuno,natsuno,......,......
hinase1-1,natsuno,natsuno,そもそも、バイクだったら、近づいてくるか遠ざかるかするはずだよね,<PLEASE_TRANSLATE>
hinase1-1,natsuno,natsuno,うーん......,<PLEASE_TRANSLATE>
hinase1-1,natsuno,natsuno,発電機とかなのかな,<PLEASE_TRANSLATE>
hinase1-1,natsuno,natsuno,......まぁ,<PLEASE_TRANSLATE>
hinase1-1,natsuno,natsuno,どっちにしても、人がいるってこと......だよね,<PLEASE_TRANSLATE>
hinase1-1,natsuno,natsuno,......,......
hinase1-1,natsuno,natsuno,ちょっと、見に行ってみよっか,<PLEASE_TRANSLATE>
hinase1-1,2,2,,
hinase1-1,1,1,,
hinase1-1,,,,
hinase1-1,2,2,,
hinase1-1,1,1,,
hinase1-1,2,2,,
hinase1-1,natsuno,natsuno,......,......
hinase1-1,natsuno,natsuno,女の人......？,<PLEASE_TRANSLATE>
hinase1-1,natsuno,natsuno,......が、バイクの横に座って、何かしてる,<PLEASE_TRANSLATE>
hinase1-1,natsuno,natsuno,......ガス欠とかかな,<PLEASE_TRANSLATE>
hinase1-1,natsuno,natsuno,......,......
hinase1-1,natsuno,natsuno,......あの,<PLEASE_TRANSLATE>
hinase1-1,???,???,......,......
hinase1-1,natsuno,natsuno,......あの！,<PLEASE_TRANSLATE>
hinase1-1,1,1,,
hinase1-1,survivor07,survivor07,right-left,right-left
hinase1-1,1,1,,
hinase1-1,???,???,わぁ,<PLEASE_TRANSLATE>
hinase1-1,???,???,......,......
hinase1-1,???,???,......え？,<PLEASE_TRANSLATE>
hinase1-1,???,???,まぁ,<PLEASE_TRANSLATE>
hinase1-1,???,???,あら,<PLEASE_TRANSLATE>
hinase1-1,???,???,......？,<PLEASE_TRANSLATE>
hinase1-1,???,???,えーと,<PLEASE_TRANSLATE>
hinase1-1,???,???,どなた......でしょう......？,<PLEASE_TRANSLATE>
hinase1-1,3,3,,
hinase1-1,,,,
hinase1-1,1,1,,
hinase1-1,,,,
hinase1-1,2,2,,
hinase1-1,1,1,,
hinase1-1,2,2,,
hinase1-1,character07,character07,,
hinase1-1,hinase,hinase,ごめんなさい、私、,<PLEASE_TRANSLATE>
hinase1-1,hinase,hinase,名乗りもしないで,<PLEASE_TRANSLATE>
hinase1-1,hinase,hinase,はじめまして,<PLEASE_TRANSLATE>
hinase1-1,hinase,hinase,私、ヒナセ、といいます,<PLEASE_TRANSLATE>
hinase1-1,natsuno,natsuno,あ、うん,<PLEASE_TRANSLATE>
hinase1-1,natsuno,natsuno,わたし、ナツノ,<PLEASE_TRANSLATE>
hinase1-1,hinase,hinase,ナツノさん,<PLEASE_TRANSLATE>
hinase1-1,survivor07,survivor07,right-left,right-left
hinase1-1,hinase,hinase,きれいな名前ですね,<PLEASE_TRANSLATE>
hinase1-1,natsuno,natsuno,......えっと,<PLEASE_TRANSLATE>
hinase1-1,natsuno,natsuno,ありがとう？,<PLEASE_TRANSLATE>
hinase1-1,natsuno,natsuno,......,......
hinase1-1,natsuno,natsuno,......で,<PLEASE_TRANSLATE>
hinase1-1,natsuno,natsuno,ヒナセさんは、乗ってたバイクが壊れちゃって,<PLEASE_TRANSLATE>
hinase1-1,natsuno,natsuno,ここで立ち往生してる......ってこと？,<PLEASE_TRANSLATE>
hinase1-1,survivor07,survivor07,right-left,right-left
hinase1-1,hinase,hinase,まぁ......,<PLEASE_TRANSLATE>
hinase1-1,hinase,hinase,壊れた、というほどの惨事では、ないと思うんですけどね,<PLEASE_TRANSLATE>
hinase1-1,hinase,hinase,歪んだり千切れてしまった部品があって,<PLEASE_TRANSLATE>
hinase1-1,hinase,hinase,小さな部品なんですけど,<PLEASE_TRANSLATE>
hinase1-1,hinase,hinase,でも、その小さな部品が欠けただけで、バイクって動かないものだから,<PLEASE_TRANSLATE>
hinase1-1,hinase,hinase,まぁ、つまるところ,<PLEASE_TRANSLATE>
hinase1-1,hinase,hinase,仰るとおり、バイクが壊れたってこと......ですよね,<PLEASE_TRANSLATE>
hinase1-1,natsuno,natsuno,千切れちゃったってことは......,<PLEASE_TRANSLATE>
hinase1-1,natsuno,natsuno,今ここで直せそうにはない、って感じ？,<PLEASE_TRANSLATE>
hinase1-1,hinase,hinase,そうですね、代わりの部品がないと,<PLEASE_TRANSLATE>
hinase1-1,hinase,hinase,どうにもならないでしょう,<PLEASE_TRANSLATE>
hinase1-1,natsuno,natsuno,じゃあ、そのバイクはここに捨てて......,<PLEASE_TRANSLATE>
hinase1-1,hinase,hinase,え？,<PLEASE_TRANSLATE>
hinase1-1,hinase,hinase,いえ,<PLEASE_TRANSLATE>
hinase1-1,hinase,hinase,私、直そうと思います,<PLEASE_TRANSLATE>
hinase1-1,survivor00,survivor00,right-right,right-right
hinase1-1,natsuno,natsuno,え......,<PLEASE_TRANSLATE>
hinase1-1,hinase,hinase,だって、今まで長い時間をともに過ごしたバイクだもの,<PLEASE_TRANSLATE>
hinase1-1,natsuno,natsuno,でも、直すのって、難しいんじゃ......,<PLEASE_TRANSLATE>
hinase1-1,natsuno,natsuno,それだったら、他のバイク探して乗り換えちゃった方が,<PLEASE_TRANSLATE>
hinase1-1,hinase,hinase,ううん,<PLEASE_TRANSLATE>
hinase1-1,hinase,hinase,直してみます,<PLEASE_TRANSLATE>
hinase1-1,hinase,hinase,直せるかどうか、わからないけど......,<PLEASE_TRANSLATE>
hinase1-1,hinase,hinase,でも、バイクを修理するのって,<PLEASE_TRANSLATE>
hinase1-1,survivor07,survivor07,right-left,right-left
hinase1-1,hinase,hinase,なんか、かっこよくありません？,<PLEASE_TRANSLATE>
hinase1-1,hinase,hinase,メカニック？　っぽくて,<PLEASE_TRANSLATE>
hinase1-1,survivor00,survivor00,right-right,right-right
