id,command,arg0<jpn>,arg1<jpn>,arg2,arg3
-,,,,,
main3-1,bg,location05,,,
main3-1,playBgm,environment01,,,
main3-1,fg,survivor00,right-right,0,serious
main3-1,talk,natsuno,......,,
main3-1,talk,natsuno,There doesn't seem to be anyone around here either......,,
main3-1,talk,natsuno,......,,
main3-1,talk,natsuno,Where could she have gone?,,
main3-1,talk,natsuno,Akane......,,
main3-1,talk,natsuno,......,,
main3-1,fg,survivor00,right-right,0.5,depress
main3-1,talk,natsuno,......Somewhere,,
main3-1,talk,natsuno,Maybe she died,,
main3-1,talk,natsuno,She couldn't have......right......,,
main3-1,talk,natsuno,......,,
main3-1,wait,1,,,
main3-1,pauseBgm,,,,
main3-1,fadeOut,1,,,
main3-1,newPage,,,,
main3-1,fg,survivor00,right-right,0,serious
main3-1,wait,1,,,
main3-1,fgClear,,,,
main3-1,bg,scenario07,,,
main3-1,fadeIn,1,,,
main3-1,wait,1,,,
main3-1,playBgm,scenario04,,,
main3-1,talk,natsuno,Hey,,
main3-1,talk,natsuno,What do you think?,,
main3-1,talk,natsuno,Do you think there are aliens somewhere?,,
main3-1,talk,natsuno,Why do you think aliens are........ sending us signals?,,
main3-1,talk,natsuno,......,,
main3-1,talk,natsuno,......I know,,
main3-1,talk,natsuno,Just hypothetically,,
main3-1,talk,natsuno,Say what Akane said is true,,
main3-1,talk,natsuno,And there really are things like aliens,,
main3-1,talk,natsuno,And they're sending us some kind of message......,,
main3-1,talk,natsuno,What do you think the aliens are trying to tell us?,,
main3-1,talk,natsuno,Maybe they're trying to destroy Earth,,
main3-1,talk,natsuno,Or maybe they're asking for help,,
main3-1,talk,natsuno,Maybe they're just saying， <q>Hello</q>,,
main3-1,talk,natsuno,If our bodies are changing because we're trying to answer them,,
main3-1,talk,natsuno,That's pretty damn inconvenient,,
main3-1,talk,natsuno,But......,,
main3-1,talk,natsuno,I kind of feel like that might be it,,
main3-1,talk,natsuno,Like Akane said， aliens are probably completely different from us,,
main3-1,talk,natsuno,Maybe growing antennas out of our bodies is their way of saying hello,,
main3-1,talk,natsuno,......Haha,,
main3-1,talk,natsuno,I guess I'm taking Akane's story a little too seriously,,
main3-1,talk,natsuno,If Akane heard me say this......she'd probably laugh at me,,
main3-1,talk,natsuno,......,,
main3-1,talk,natsuno,......Right?,,
main3-1,talk,natsuno,Do you remember when we first talked?,,
main3-1,talk,natsuno,......You remember， right?,,
main3-1,talk,natsuno,It wasn't even that long ago,,
main3-1,talk,natsuno,Back then......I was actually having a pretty hard time,,
main3-1,talk,natsuno,It was hot， and I hadn't been able to find food for a few days,,
main3-1,talk,natsuno,But more than that......,,
main3-1,talk,natsuno,......,,
main3-1,talk,natsuno,......I was lonely,,
main3-1,talk,natsuno,I'd been spending days all by myself,,
main3-1,talk,natsuno,I'm fine,,
