id,command,arg0<jpn>,arg1<jpn>,arg2,arg3
-,,,,,
main0-1,bg,scenario01,,,
main0-1,fgClear,,,,
main0-1,hideStatus,,,,
main0-1,playBgm,environment00,,,
main0-1,wait,5,,,
main0-1,talk,natsuno,Ughh... Ughh,,
main0-1,talk,natsuno,......,,
main0-1,talk,natsuno,............,,
main0-1,talk,natsuno,........................,,
main0-1,talk,natsuno,...It's not gonna connect， is it?,,
main0-1,talk,natsuno,I've been getting less and less signal lately,,
main0-1,talk,natsuno,And I went to all the trouble of charging my phone， too......,,
main0-1,talk,natsuno,Guess taking pictures is about all I can do with it,,
main0-1,talk,natsuno,......,,
main0-1,talk,natsuno,.....But I might as well record something while I've got it,,
main0-1,talk,natsuno,Yeah. That might be nice,,
main0-1,talk,natsuno,......,,
main0-1,talk,natsuno,.....Umm...,,
main0-1,talk,natsuno,Today is July 23rd. Saturday,,
main0-1,talk,natsuno,I only get a signal every now and then， but the date should be right,,
main0-1,talk,natsuno,It's been...... about a month since I left Tokyo， I guess,,
main0-1,talk,natsuno,It's been over two months since the plane crashed into Tokyo's harbor,,
main0-1,talk,natsuno,Right now， I'm...... somewhere. I wonder where,,
main0-1,talk,natsuno,I headed north after leaving Tokyo...... but I have no idea where I am now,,
main0-1,talk,natsuno,I was on a train for part of the way， maybe I'm somewhere around Yamagata?,,
main0-1,talk,natsuno,It's sunny. It's so hot I feel like I'm going to die,,
main0-1,talk,natsuno,I wonder if there's a faucet somewhere......,,
main0-1,talk,natsuno,......,,
main0-1,talk,natsuno,......What else， I wonder,,
main0-1,talk,natsuno,......Huh?,,
main0-1,talk,natsuno,Hey...... is someone listening， by any chance?,,
main0-1,talk,natsuno,......,,
main0-1,talk,natsuno,............,,
main0-1,talk,natsuno,......Hey， if someone's listening......,,
main0-1,camera,event-focusFg-right00,,,
main0-1,wait,1,,,
main0-1,fg,survivor00,right-right,0.5,
main0-1,talk,natsuno,I'm <button>Natsuno</button>,,
main0-1,talk,natsuno,Hey， answer me?,,
main0-1,talk,natsuno,If you can hear me...... let's see......,,
main0-1,talk,natsuno,Why don't you try saying my name?,,
main0-1,label,request_yes,,,
main0-1,waitCall,natsuno,input_yes,input_ng,
main0-1,label,input_ng,,,
main0-1,talk,natsuno,......,,
main0-1,jump,request_yes,,,
main0-1,label,input_yes,,,
main0-1,pauseBgm,,,,
main0-1,talk,natsuno,......,,
main0-1,fg,survivor00,right-right,0.5,zito
main0-1,talk,natsuno,............,,
main0-1,talk,natsuno,......Seriously?,,
main0-1,wait,2,,,
main0-1,releaseCamera,,,,
main0-1,end,questSuccess,,,
-,,,,,
main0-2,bg,computer00,,,
main0-2,wait,2,,,
main0-2,talk,,......Seriously?,,
main0-2,talk,,An unfamiliar girl's voice rang out,,
main0-2,talk,,A voice I've never heard before,,
main0-2,talk,,A view I've never seen before,,
main0-2,talk,,Sunlight I'd never felt before,,
main0-2,talk,,Everything， absolutely everything， was a first for me,,
main0-2,wait,1,,,
main0-2,fadeOutTextLine,,,,
main0-2,wait,1,,,
main0-2,newPage,,,,
main0-2,fadeInTextLine,,,,
main0-2,wait,1,,,
main0-2,playBgm,story00,,,
main0-2,talk,,The voice comes from an very， very old computer,,
main0-2,talk,,There's no deep blue sky here， no blazing sunlight， no scent of summer,,
main0-2,talk,,She's there beyond the computer screen， at the other end of radio waves traveling through the air,,
main0-2,talk,,It's a video call coming from somewhere far away， so I can only see whatever part of her happens to be captured by the camera,,
main0-2,talk,,But it's not something made up， nor is it footage from the past,,
main0-2,talk,,This scenery exists somewhere， and she must be somewhere out there too,,
main0-2,fadeOutTextLine,,,,
main0-2,wait,1,,,
main0-2,newPage,,,,
