id,_arg0<jpn>,arg0<eng>,_arg1<jpn>,arg1<eng>
-,,,,
main1-1,location00,location00,,
main1-1,environment00,environment00,,
main1-1,natsuno,natsuno,......あ！,<PLEASE_TRANSLATE>
main1-1,natsuno,natsuno,......ねぇ、生きてる人がいる,<PLEASE_TRANSLATE>
main1-1,natsuno,natsuno,声かけてみていい？,<PLEASE_TRANSLATE>
main1-1,natsuno,natsuno,ねぇ......。大丈夫？,<PLEASE_TRANSLATE>
main1-1,男の声,<PLEASE_TRANSLATE>,うう......,<PLEASE_TRANSLATE>
main1-1,男の声,<PLEASE_TRANSLATE>,ち......,<PLEASE_TRANSLATE>
main1-1,scenario01,scenario01,,
main1-1,男の声,<PLEASE_TRANSLATE>,近寄るな......俺は感染している.......,<PLEASE_TRANSLATE>
main1-1,natsuno,natsuno,......！,<PLEASE_TRANSLATE>
main1-1,survivor00,survivor00,right-right,right-right
main1-1,natsuno,natsuno,そうなの......？,<PLEASE_TRANSLATE>
main1-1,natsuno,natsuno,でも、話せてるし......,<PLEASE_TRANSLATE>
main1-1,natsuno,natsuno,ちゃんと意識があるんじゃないの......？,<PLEASE_TRANSLATE>
main1-1,男の声,<PLEASE_TRANSLATE>,......,......
main1-1,男の声,<PLEASE_TRANSLATE>,知らねぇのか......,<PLEASE_TRANSLATE>
main1-1,男の声,<PLEASE_TRANSLATE>,感染したやつが、どいつもこいつもあんな人食いの化け物になるわけじゃあねぇんだ......,<PLEASE_TRANSLATE>
main1-1,natsuno,natsuno,どういうこと......？,<PLEASE_TRANSLATE>
main1-1,男の声,<PLEASE_TRANSLATE>,いいか......こいつはウイルスのパンデミックなんかじゃねぇ......,<PLEASE_TRANSLATE>
main1-1,男の声,<PLEASE_TRANSLATE>,ただのウイルスなら、こんなことが起きるかよ......,<PLEASE_TRANSLATE>
main1-1,natsuno,natsuno,......！,<PLEASE_TRANSLATE>
main1-1,natsuno,natsuno,そのお腹......！,<PLEASE_TRANSLATE>
main1-1,natsuno,natsuno,どういうこと......？,<PLEASE_TRANSLATE>
main1-1,男の声,<PLEASE_TRANSLATE>,うう......,<PLEASE_TRANSLATE>
main1-1,男の声,<PLEASE_TRANSLATE>,ううぁ......,<PLEASE_TRANSLATE>
main1-1,男の声,<PLEASE_TRANSLATE>,うああああああああああああああああああああああああああああああ！！,<PLEASE_TRANSLATE>
main1-1,natsuno,natsuno,......！,<PLEASE_TRANSLATE>
main1-1,natsuno,natsuno,なに、これ......,<PLEASE_TRANSLATE>
main1-1,natsuno,natsuno,男の人のお腹から......携帯端末が皮膚を突き破って出てきた......,<PLEASE_TRANSLATE>
main1-1,natsuno,natsuno,なにこれ......どうなってるの......？,<PLEASE_TRANSLATE>
main1-1,natsuno,natsuno,......,......
main1-1,natsuno,natsuno,この人......もう死んでる......,<PLEASE_TRANSLATE>
main1-1,natsuno,natsuno,どうしてお腹の中から端末が......？,<PLEASE_TRANSLATE>
main1-1,natsuno,natsuno,これ......,<PLEASE_TRANSLATE>
main1-1,natsuno,natsuno,......！,<PLEASE_TRANSLATE>
main1-1,survivor00,survivor00,right-right,right-right
main1-1,natsuno,natsuno,勝手に画面に文字が......,<PLEASE_TRANSLATE>
main1-1,natsuno,natsuno,<red>タスケテタスケテタスケテタスケテタスケテタスケテタスケテタスケテタスケテタスケテ......</red>って.......,<PLEASE_TRANSLATE>
main1-1,natsuno,natsuno,どうなってるの......,<PLEASE_TRANSLATE>
main1-1,natsuno,natsuno,わけわかんない......,<PLEASE_TRANSLATE>
main1-1,natsuno,natsuno,............,............
main1-1,questSuccess,questSuccess,,
-,,,,
main1-2,location01,location01,,
main1-2,survivor00,survivor00,right-right,right-right
main1-2,,,,
main1-2,scenario01,scenario01,,
main1-2,natsuno,natsuno,......,......
main1-2,natsuno,natsuno,............,............
main1-2,natsuno,natsuno,..................,..................
main1-2,natsuno,natsuno,......ねぇ,<PLEASE_TRANSLATE>
main1-2,natsuno,natsuno,......この向こうに誰かいる,<PLEASE_TRANSLATE>
main1-2,natsuno,natsuno,......感染者かな,<PLEASE_TRANSLATE>
