id,_arg0<jpn>,arg0<eng>,_arg1<jpn>,arg1<eng>
-,,,,
minamo2-1,scenario25,scenario25,,
minamo2-1,environment00,environment00,,
minamo2-1,natsuno,natsuno,......,......
minamo2-1,natsuno,natsuno,......あ,<PLEASE_TRANSLATE>
minamo2-1,natsuno,natsuno,あそこにいるのって、もしかして......,<PLEASE_TRANSLATE>
minamo2-1,natsuno,natsuno,......,......
minamo2-1,2,2,,
minamo2-1,1,1,,
minamo2-1,,,,
minamo2-1,1,1,,
minamo2-1,1,1,,
minamo2-1,natsuno,natsuno,......,......
minamo2-1,natsuno,natsuno,ねぇ,<PLEASE_TRANSLATE>
minamo2-1,natsuno,natsuno,......,......
minamo2-1,natsuno,natsuno,......ミナモ？,<PLEASE_TRANSLATE>
minamo2-1,???,???,......,......
minamo2-1,1,1,,
minamo2-1,survivor05,survivor05,right-left,right-left
minamo2-1,minamo,minamo,............,............
minamo2-1,minamo,minamo,......げ,<PLEASE_TRANSLATE>
minamo2-1,natsuno,natsuno,......,......
minamo2-1,,,,
minamo2-1,survivor00,survivor00,right-right,right-right
minamo2-1,natsuno,natsuno,......『げ』は,<PLEASE_TRANSLATE>
minamo2-1,natsuno,natsuno,さすがに傷つくかも......,<PLEASE_TRANSLATE>
minamo2-1,2,2,,
minamo2-1,1,1,,
minamo2-1,,,,
minamo2-1,1,1,,
minamo2-1,character05,character05,,
minamo2-1,1,1,,
minamo2-1,minamo,minamo,ごめんて,<PLEASE_TRANSLATE>
minamo2-1,minamo,minamo,ほんまに,<PLEASE_TRANSLATE>
minamo2-1,minamo,minamo,なんていうか、びっくりしたからさ,<PLEASE_TRANSLATE>
minamo2-1,minamo,minamo,思わず,<PLEASE_TRANSLATE>
minamo2-1,natsuno,natsuno,......思わず、『げ』？,<PLEASE_TRANSLATE>
minamo2-1,minamo,minamo,......思わず、『げ』,<PLEASE_TRANSLATE>
minamo2-1,natsuno,natsuno,......,......
minamo2-1,minamo,minamo,......まじでごめん,<PLEASE_TRANSLATE>
minamo2-1,natsuno,natsuno,......,......
