id,_arg0<jpn>,arg0<eng>,_arg1<jpn>,arg1<eng>
-,,,,
main14-1,scenario34,scenario34,,
main14-1,,,,
main14-1,,,,
main14-1,environment00,environment00,,
main14-1,5,5,,
main14-1,itsuka,itsuka,......,......
main14-1,1,1,,
main14-1,survivor06,survivor06,right-right,right-right
main14-1,itsuka,itsuka,......大丈夫,<PLEASE_TRANSLATE>
main14-1,itsuka,itsuka,......なんて,<PLEASE_TRANSLATE>
main14-1,,,,
main14-1,itsuka,itsuka,とても、言えないけど,<PLEASE_TRANSLATE>
main14-1,itsuka,itsuka,でも......,<PLEASE_TRANSLATE>
main14-1,itsuka,itsuka,......たぶん、寝てるだけだよ,<PLEASE_TRANSLATE>
main14-1,scenario01,scenario01,,
main14-1,itsuka,itsuka,もう、一週間、目を覚ましてないけど,<PLEASE_TRANSLATE>
main14-1,itsuka,itsuka,目を覚ましてないだけで......,<PLEASE_TRANSLATE>
main14-1,itsuka,itsuka,......死んだわけじゃ......ない,<PLEASE_TRANSLATE>
main14-1,itsuka,itsuka,だから......,<PLEASE_TRANSLATE>
main14-1,itsuka,itsuka,......,......
main14-1,itsuka,itsuka,......何より,<PLEASE_TRANSLATE>
main14-1,itsuka,itsuka,あなたと、こうしてスマホが繋がってるんだから,<PLEASE_TRANSLATE>
main14-1,itsuka,itsuka,このスマホは、この子の身体を通して、あなたの世界と繋がってるんだ,<PLEASE_TRANSLATE>
main14-1,itsuka,itsuka,身体の中でおかしなことが起きてたって......,<PLEASE_TRANSLATE>
main14-1,itsuka,itsuka,生きてるから、その機能が残ってるんだ,<PLEASE_TRANSLATE>
main14-1,itsuka,itsuka,......,......
main14-1,itsuka,itsuka,......だから,<PLEASE_TRANSLATE>
main14-1,itsuka,itsuka,ナツノは......,<PLEASE_TRANSLATE>
main14-1,1,1,,
main14-1,itsuka,itsuka,......まだ、死んでない,<PLEASE_TRANSLATE>
main14-1,3,3,,
main14-1,questSuccess,questSuccess,,
-,,,,
main14-2,scenario34,scenario34,,
main14-2,,,,
main14-2,,,,
main14-2,scenario06,scenario06,,
main14-2,3,3,,
main14-2,survivor06,survivor06,right-right,right-right
main14-2,itsuka,itsuka,ナツノの中で......,<PLEASE_TRANSLATE>
main14-2,itsuka,itsuka,何が、起きてるんだろう,<PLEASE_TRANSLATE>
