id,_arg0<jpn>,arg0<eng>,_arg1<jpn>,arg1<eng>
-,,,,
shino2-1,scenario05,scenario05,,
shino2-1,,,,
shino2-1,environment00,environment00,,
shino2-1,???,???,ねぇ！,Hey!
shino2-1,1,1,,
shino2-1,scenario24,scenario24,1.0,1.0
shino2-1,,,,
shino2-1,1,1,,
shino2-1,???,???,だーれだ！,Guess who!
shino2-1,natsuno,natsuno,え......,Huh......
shino2-1,natsuno,natsuno,だれ......？,Who......?
shino2-1,1,1,,
shino2-1,2.0,2.0,1,1
shino2-1,1,1,,
shino2-1,survivor00,survivor00,right-right,right-right
shino2-1,natsuno,natsuno,え......？,Huh......?
shino2-1,1,1,,
shino2-1,event-focusFg-left00,event-focusFg-left00,,
shino2-1,1,1,,
shino2-1,???,???,じゃーん！,Ta-da!
shino2-1,environment00,environment00,,
shino2-1,survivor02,survivor02,right-left,right-left
shino2-1,1,1,,
shino2-1,shino,shino,シノちゃんでした！,It was Shino!
shino2-1,shino,shino,どう？,Well?
shino2-1,shino,shino,びっくりした？,Surprised?
shino2-1,shino,shino,びっくりしたんじゃない？,"You were surprised, weren't you?"
shino2-1,natsuno,natsuno,......,......
shino2-1,shino,shino,......,......
shino2-1,natsuno,natsuno,............,............
shino2-1,survivor02,survivor02,right-left,right-left
shino2-1,shino,shino,......ナツノちゃん？,......Natsuno-chan?
shino2-1,event-reset01,event-reset01,,
shino2-1,2,2,,
shino2-1,natsuno,natsuno,......びっくりしたっていうか,......I wouldn't exactly call it surprised
shino2-1,natsuno,natsuno,え......？,Hum...…?
shino2-1,1,1,,
shino2-1,1,1,,
shino2-1,event-reset00,event-reset00,,
shino2-1,,,,
shino2-1,survivor00,survivor00,right-right,right-right
shino2-1,survivor02,survivor02,right-left,right-left
shino2-1,1,1,,
shino2-1,character02,character02,,
shino2-1,1,1,,
shino2-1,natsuno,natsuno,ほんと,Seriously….
shino2-1,natsuno,natsuno,心臓止まるかと思ったって,I thought my heart was gonna stop
shino2-1,shino,shino,あははは,Ahahaha
shino2-1,shino,shino,ナツノちゃんの心臓はこれくらいじゃ止まらないよ！,Natsuno's heart isn't gonna stop from something like this!
shino2-1,shino,shino,だいじょーぶ！,You're fine!
shino2-1,natsuno,natsuno,......失礼じゃない？,......Isn't that a little rude?
shino2-1,shino,shino,心臓に毛生えてるもんね,"You've got hair growing on your heart, after all"
shino2-1,natsuno,natsuno,......失礼すぎない？,......Isn't that a little too rude?
shino2-1,shino,shino,だって、そうじゃん？,"I mean, I'm not wrong, am I?"
shino2-1,natsuno,natsuno,......,......
shino2-1,natsuno,natsuno,......そうかもだけど,......Maybe
shino2-1,natsuno,natsuno,そうじゃないところも、ある,But there are things that can still get to me
shino2-1,survivor02,survivor02,right-left,right-left
shino2-1,shino,shino,......？,......?
shino2-1,shino,shino,ほほう？,Oho?
shino2-1,shino,shino,何かあった？,Did something happen?
shino2-1,shino,shino,あたしとさよならしてから,After you said goodbye to me
shino2-1,survivor00,survivor00,right-right,right-right
shino2-1,natsuno,natsuno,......まぁ,......Well
shino2-1,natsuno,natsuno,いろいろと,A lot of things
shino2-1,survivor02,survivor02,right-left,right-left
shino2-1,shino,shino,へぇぇ？,Ooh?
shino2-1,shino,shino,そっかぁ,I see
shino2-1,shino,shino,いろいろかぁ,"A lot of things, huh"
shino2-1,shino,shino,ナツノちゃんも乙女になっちゃてー,Natsuno-chan's gone all girly on me~
shino2-1,survivor00,survivor00,right-right,right-right
shino2-1,natsuno,natsuno,......,......
shino2-1,natsuno,natsuno,......なに想像してるか知らないけど,......I don't know what you're imagining
shino2-1,natsuno,natsuno,たぶん、そうじゃない,But that's probably not it
shino2-1,natsuno,natsuno,......,......
shino2-1,survivor00,survivor00,right-right,right-right
shino2-1,natsuno,natsuno,......それより,......More importantly
shino2-1,natsuno,natsuno,シノは......,Shino......
shino2-1,shino,shino,うん？,Hmm?
shino2-1,natsuno,natsuno,......帰れたの？,......Did you make it back?
shino2-1,natsuno,natsuno,故郷,Your hometown
shino2-1,shino,shino,......,......
shino2-1,shino,shino,......もちろん,......Of course
shino2-1,shino,shino,だから、会いに来たんだよ,That's why I came to see you
shino2-1,shino,shino,故郷に帰れて、こっちに戻ってこれたらまた会おうって,We promised we'd meet again if I made it home and managed to come back here
shino2-1,shino,shino,約束したからね,"Because we'd promised, remember?"
shino2-1,survivor00,survivor00,right-right,right-right
shino2-1,natsuno,natsuno,......うん,......Yeah
shino2-1,natsuno,natsuno,憶えてる,I remember
shino2-1,natsuno,natsuno,......,......
shino2-1,natsuno,natsuno,ええと......,Um......
shino2-1,natsuno,natsuno,......おかえり？,......Welcome home?
shino2-1,survivor02,survivor02,right-left,right-left
shino2-1,shino,shino,......,......
shino2-1,survivor02,survivor02,right-left,right-left
shino2-1,shino,shino,......はは,......Haha
shino2-1,shino,shino,うん,Yeah
shino2-1,shino,shino,ただいま！,I'm home!
shino2-1,1,1,,
shino2-1,shino,shino,,
shino2-1,questSuccess,questSuccess,,
-,,,,
shino2-2,scenario05,scenario05,,
shino2-2,survivor00,survivor00,right-right,right-right
shino2-2,survivor02,survivor02,right-left,right-left
shino2-2,character02,character02,,
shino2-2,1,1,,
shino2-2,natsuno,natsuno,......ってわけ,......That's how it happened
shino2-2,shino,shino,......,......
shino2-2,shino,shino,............,............
shino2-2,shino,shino,........................,........................
shino2-2,shino,shino,......いやいや,"......No, no"
shino2-2,shino,shino,ってわけ、みたいな話じゃなかったくない？,"Wasn't it a little more complicated than a ""that's how it happened"" kind of story?"
shino2-2,shino,shino,なにそれ,What's that supposed to mean?
shino2-2,shino,shino,あたしとさよならしたあと、そんな壮大なことになってたの......？,"After you said goodbye to me, all that happened to you......?"
shino2-2,natsuno,natsuno,まぁ......,Well......
shino2-2,natsuno,natsuno,壮大といえば壮大だし,I guess you could call it pretty epic
shino2-2,natsuno,natsuno,何もなかったといえば、何もなかったというか,"Though, if you say nothing happened, then I guess nothing really happened either"
shino2-2,shino,shino,いや壮大でしょ,"No, it was definitely epic"
shino2-2,shino,shino,壮大過ぎて、正直、全然わかんなかったよ,"It was so huge, honestly, I couldn't make sense of any of it"
shino2-2,shino,shino,信じられないっていうか......え？,"I mean, I can't believe it......Huh?"
shino2-2,shino,shino,ここってコンピュータの中にある世界なの？,This place is a world inside a computer?
shino2-2,shino,shino,そんなわけなくない？,"That can't be right, can it?"
shino2-2,shino,shino,......,......
shino2-2,shino,shino,......そんなわけ、ある？,......Could it really be?
shino2-2,natsuno,natsuno,......,......
shino2-2,survivor00,survivor00,right-right,right-right
shino2-2,natsuno,natsuno,......ははは,......Hahaha
shino2-2,natsuno,natsuno,なんか、シノは元気で,"I guess I'm just glad you're doing okay, Shino"
shino2-2,natsuno,natsuno,よかった,I'm glad
shino2-2,shino,shino,笑いごとじゃないんだけど,It's not really something to laugh about
shino2-2,shino,shino,......,......
shino2-2,shino,shino,......あーあ,......Geez
shino2-2,shino,shino,今は、まだ全然信じらんないから平気だけど,"Right now, I'm fine because I still can't believe any of it"
shino2-2,shino,shino,夜中、寝る前とかすんごく怖くなるような気がしてきた,"But I have a feeling it's gonna get really scary at night, when I'm about to go to sleep"
shino2-2,shino,shino,もー,Ugh
shino2-2,shino,shino,ナツノちゃんのせいじゃん,"This is totally your fault, Natsuno-chan"
shino2-2,survivor00,survivor00,right-right,right-right
shino2-2,natsuno,natsuno,わたしのせい、なの......？,It's my fault......?
shino2-2,shino,shino,ナツノちゃんのせいでしょ......,It is your fault......
shino2-2,natsuno,natsuno,......,......
shino2-2,natsuno,natsuno,......まぁ,......Well
shino2-2,natsuno,natsuno,そういうわけだから,"Anyway, that's what happened"
shino2-2,natsuno,natsuno,この話は、これでおしまい,That's the end of that story
shino2-2,natsuno,natsuno,それより、シノの話、聞かせてよ,"More importantly, tell me about you, Shino"
shino2-2,natsuno,natsuno,故郷に帰ってみてどうだった？　とか,"Like, what was it like going back to your hometown?"
shino2-2,natsuno,natsuno,いろいろあるでしょ？,"I'm sure there's lots more to tell, right?"
shino2-2,shino,shino,えー？,Huh?
shino2-2,shino,shino,この話のあとに......？,Right after that story......?
shino2-2,shino,shino,......まぁ,......Well
shino2-2,shino,shino,これ以上聞いても、頭の中ごちゃごちゃになりそうだから,"If I hear any more, I think my head's just gonna get even more mixed up"
shino2-2,shino,shino,わかったよ......あたしの話、ね,"Okay......my story, huh"
shino2-2,shino,shino,えーと......何から話そうかな,Um......where should I start?
shino2-2,natsuno,natsuno,んー......,Hmm......
shino2-2,natsuno,natsuno,そもそも、どうやって故郷まで帰ったの？,"For starters, how did you even make it all the way back home?"
