id,_arg0<jpn>,arg0<eng>,_arg1<jpn>,arg1<eng>
-,,,,
itsuka2-1,scenario23,scenario23,,
itsuka2-1,,,,
itsuka2-1,environment02,environment02,,
itsuka2-1,2,2,,
itsuka2-1,???,???,......,......
itsuka2-1,???,???,............,............
itsuka2-1,itsuka,itsuka,......ナツノは,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,まだ寝てる？,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,......四時だもんね,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,......,......
itsuka2-1,itsuka,itsuka,久しぶり,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,あなたが、ときどき居場所を教えてくれたおかげで,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,またここまで帰ってこれた,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,......,......
itsuka2-1,itsuka,itsuka,あれから、いろいろあって,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,......ほんとにいろいろあったんだけど,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,......,......
itsuka2-1,itsuka,itsuka,会えたんだ、あの人と,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,あなたのおばあさんと、同じ名前の人,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,山奥に、大きな集落があって,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,そこに、百人とか、もっとたくさんの人が暮らしてた,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,その人たちの真ん中に......あの人はいた,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,あの人は──,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,十七歳の、ナツノと同じくらいの歳の、女の子だった,<PLEASE_TRANSLATE>
itsuka2-1,,,,
itsuka2-1,1,1,,
itsuka2-1,1,1,,
itsuka2-1,,,,
itsuka2-1,scenario35,scenario35,,
itsuka2-1,1,1,,
itsuka2-1,1,1,,
itsuka2-1,1,1,,
itsuka2-1,character06,character06,,
itsuka2-1,natsuno,natsuno,......,......
itsuka2-1,survivor00,survivor00,right-right,right-right
itsuka2-1,natsuno,natsuno,......あ,<PLEASE_TRANSLATE>
itsuka2-1,natsuno,natsuno,イツカ......,<PLEASE_TRANSLATE>
itsuka2-1,survivor06,survivor06,right-left,right-left
itsuka2-1,itsuka,itsuka,おはよう、ナツノ,<PLEASE_TRANSLATE>
itsuka2-1,natsuno,natsuno,......帰ってきたんだ,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,うん,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,夜明け前にね,<PLEASE_TRANSLATE>
itsuka2-1,survivor00,survivor00,right-right,right-right
itsuka2-1,natsuno,natsuno,......おかえり,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,ただいま,<PLEASE_TRANSLATE>
itsuka2-1,natsuno,natsuno,......,......
itsuka2-1,natsuno,natsuno,帰ってきたってことは,<PLEASE_TRANSLATE>
itsuka2-1,natsuno,natsuno,会えたの？,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,......うん,<PLEASE_TRANSLATE>
itsuka2-1,natsuno,natsuno,どうだった？,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,......うーん,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,会って、話をして、それで,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,こっ酷くフラれたって、感じ,<PLEASE_TRANSLATE>
itsuka2-1,natsuno,natsuno,......,......
itsuka2-1,natsuno,natsuno,......え？,<PLEASE_TRANSLATE>
itsuka2-1,2,2,,
itsuka2-1,1,1,,
itsuka2-1,,,,
itsuka2-1,1,1,,
itsuka2-1,1,1,,
itsuka2-1,1,1,,
itsuka2-1,itsuka,itsuka,あの人は、まだ十七歳の女の子だった,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,私よりずっと若い......若いっていうか幼いくらいの女の子だった,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,だけど......,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,なんていうか.....女神様みたいだった,<PLEASE_TRANSLATE>
itsuka2-1,natsuno,natsuno,......？,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,うまく言葉にできないけど,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,雰囲気というか、オーラみたいなのがあったんだ,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,一目見ただけで、この人がそうなんだってわかった,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,そして、それを感じてたのは私だけじゃなかった,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,あの村にいた人たちは......,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,あの人を──たった十七歳の女の子を、崇めて、信仰しているみたいだった,<PLEASE_TRANSLATE>
itsuka2-1,natsuno,natsuno,信仰......？,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,そう,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,あの人の周りには、いつも人がいた,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,最初は、ただなんでもない話をしてるだけなのかと思ったんだけど,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,代わる代わる、村中の人があの人と話すためにやってきて,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,みんながあの人と話して、笑顔で帰っていくんだ,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,大の大人が、意見を聞きに来ることもあった,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,日々のちょっとした悩みから、食料の分配のこととまで、あの人に訊く,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,あの人の言うことにみんなが従ってた,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,......傍から見てて、正直ゾッとしたよ,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,......,......
itsuka2-1,itsuka,itsuka,だけど,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,私も、あの人と話をして、わかった,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,あの人は、普通じゃない,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,あの人と話してると......こう、胸のあたりが温かくなるというか,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,苦しさとか、つらさとか、そういうのが全部消えてしまうみたいで,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,ずっと感じていた寂しさから......やっと解放されたような感じがするんだ,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,あの人の声を聞いてるだけで、救われたような気持ちになる,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,だから、みんなあの人のところに来る,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,あの村は、そうやってあの人の周りに留まった人たちの集まりみたいだった,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,私がいたのはたった数日だけど、その間にも、偶然通りかかった人たちがあの村に居ついたりしてた,<PLEASE_TRANSLATE>
itsuka2-1,natsuno,natsuno,......,......
itsuka2-1,itsuka,itsuka,あの人の身体には、たぶん,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,私にスマホの向こうのあなたの声が聞こえたり、ナツノのスマホが繋がるみたいに,<PLEASE_TRANSLATE>
itsuka2-1,itsuka,itsuka,何か、奇妙な変容が起きてるんだと思う,<PLEASE_TRANSLATE>
itsuka2-1,1,1,,
itsuka2-1,itsuka,itsuka,,
itsuka2-1,questSuccess,questSuccess,,
-,,,,
itsuka2-2,scenario35,scenario35,,
itsuka2-2,survivor00,survivor00,right-right,right-right
itsuka2-2,survivor06,survivor06,right-left,right-left
itsuka2-2,character06,character06,,
itsuka2-2,itsuka,itsuka,あれは、ただあの人が優しいとか、人の心を奪う術を知っているとか、そういうものじゃない,<PLEASE_TRANSLATE>
itsuka2-2,itsuka,itsuka,何か、変容が起きた結果なんだと思う,<PLEASE_TRANSLATE>
itsuka2-2,itsuka,itsuka,私たちの『寂しさ』が、このパンデミックの原因だっていうなら,<PLEASE_TRANSLATE>
itsuka2-2,itsuka,itsuka,その『寂しさ』を解消する......元に戻すちからが、あの人にはあるのかもしれない,<PLEASE_TRANSLATE>
itsuka2-2,itsuka,itsuka,本当なのかどうか、わからなかったけど,<PLEASE_TRANSLATE>
itsuka2-2,itsuka,itsuka,あの人と話をしたら、身体の変容が止まった......って話も聞いた,<PLEASE_TRANSLATE>
itsuka2-2,natsuno,natsuno,......！,<PLEASE_TRANSLATE>
itsuka2-2,natsuno,natsuno,じゃあ......,<PLEASE_TRANSLATE>
itsuka2-2,natsuno,natsuno,その人なら、このパンデミックを終わらせられるってこと......？,<PLEASE_TRANSLATE>
itsuka2-2,itsuka,itsuka,......そうかもしれない,<PLEASE_TRANSLATE>
itsuka2-2,itsuka,itsuka,でもわからない。私が聞いたのは、『治った』んじゃなくて『進行が止まった』ってことだけ,<PLEASE_TRANSLATE>
itsuka2-2,itsuka,itsuka,それが本当かだってわからないし、本当だとしても、あの人が世界中の人と話をするっていうのは現実的じゃない,<PLEASE_TRANSLATE>
itsuka2-2,natsuno,natsuno,......そっか,<PLEASE_TRANSLATE>
itsuka2-2,itsuka,itsuka,それに......,<PLEASE_TRANSLATE>
itsuka2-2,itsuka,itsuka,......,......
itsuka2-2,itsuka,itsuka,......あの人は,<PLEASE_TRANSLATE>
itsuka2-2,itsuka,itsuka,あの人は、私たちとは全然違う話をしてた,<PLEASE_TRANSLATE>
itsuka2-2,itsuka,itsuka,あの人が言うには,<PLEASE_TRANSLATE>
itsuka2-2,itsuka,itsuka,ご神託、があったらしい,<PLEASE_TRANSLATE>
itsuka2-2,natsuno,natsuno,ご神託......？,<PLEASE_TRANSLATE>
itsuka2-2,itsuka,itsuka,パンデミックが本格的になるちょっと前、あの人は神様からのお告げを聞いたんだって言ってた,<PLEASE_TRANSLATE>
itsuka2-2,itsuka,itsuka,私がスマホの向こうのあなたの声を聞くのとは違って,<PLEASE_TRANSLATE>
itsuka2-2,itsuka,itsuka,声とか言葉ではない何かが、ふと降りてきたんだって,<PLEASE_TRANSLATE>
itsuka2-2,itsuka,itsuka,人々の話を聞き、導きなさい......って,<PLEASE_TRANSLATE>
itsuka2-2,itsuka,itsuka,神様からそう言われたんだって、あの人は言ってた,<PLEASE_TRANSLATE>
itsuka2-2,natsuno,natsuno,......,......
itsuka2-2,natsuno,natsuno,......それって,<PLEASE_TRANSLATE>
itsuka2-2,natsuno,natsuno,なんていうか......,<PLEASE_TRANSLATE>
itsuka2-2,natsuno,natsuno,信じていいの？,<PLEASE_TRANSLATE>
itsuka2-2,itsuka,itsuka,......,......
itsuka2-2,itsuka,itsuka,......そうだよね,<PLEASE_TRANSLATE>
itsuka2-2,itsuka,itsuka,神様とか、ご神託とか......いきなり、そんな宗教的な話をされて,<PLEASE_TRANSLATE>
itsuka2-2,itsuka,itsuka,私も、全然信じられなかった,<PLEASE_TRANSLATE>
itsuka2-2,itsuka,itsuka,もちろん今も、信じられてるわけじゃない,<PLEASE_TRANSLATE>
itsuka2-2,itsuka,itsuka,でも、あの人はそれを信じてる,<PLEASE_TRANSLATE>
itsuka2-2,itsuka,itsuka,そして、あの人の周りに集まってる人たちも、信じてる,<PLEASE_TRANSLATE>
itsuka2-2,itsuka,itsuka,ご神託を受けたっていう、たった十七歳の女の子を祀り上げて、あの村はできてる......,<PLEASE_TRANSLATE>
itsuka2-2,itsuka,itsuka,......みんな幸せそうだったけど,<PLEASE_TRANSLATE>
itsuka2-2,itsuka,itsuka,私には、異様なところに見えた,<PLEASE_TRANSLATE>
itsuka2-2,2,2,,
itsuka2-2,1,1,,
itsuka2-2,,,,
itsuka2-2,,,,
itsuka2-2,1,1,,
itsuka2-2,1,1,,
itsuka2-2,1,1,,
itsuka2-2,scenario04,scenario04,,
itsuka2-2,itsuka,itsuka,......けど,<PLEASE_TRANSLATE>
