id,_arg0<jpn>,arg0<eng>,_arg1<jpn>,arg1<eng>
-,,,,
kiko2-1,scenario10,scenario10,,
kiko2-1,survivor00,survivor00,right-right,right-right
kiko2-1,environment00,environment00,,
kiko2-1,natsuno,natsuno,......,......
kiko2-1,natsuno,natsuno,......ねぇ,......Hey
kiko2-1,natsuno,natsuno,......,......
kiko2-1,natsuno,natsuno,......あなたさ,......You know
kiko2-1,natsuno,natsuno,幽霊って......,Do you believe in ghosts......
kiko2-1,natsuno,natsuno,......信じる？,......Do you?
kiko2-1,natsuno,natsuno,......,......
kiko2-1,natsuno,natsuno,............,............
kiko2-1,natsuno,natsuno,......あの、,......Um
kiko2-1,natsuno,natsuno,......,......
kiko2-1,natsuno,natsuno,......キコ？,......Kiko?
kiko2-1,natsuno,natsuno,......,......
kiko2-1,natsuno,natsuno,......と,......and
kiko2-1,natsuno,natsuno,ミノタロー......？,Minotaro......?
kiko2-1,1,1,,
kiko2-1,survivor01,survivor01,right-left,right-left
kiko2-1,kiko,kiko,......わ,......Huh
kiko2-1,kiko,kiko,......,......
kiko2-1,kiko,kiko,......え,......What
kiko2-1,kiko,kiko,えぇぇぇぇ......,Whaaaaaat......
kiko2-1,kiko,kiko,......,......
kiko2-1,kiko,kiko,......な、,......N-no
kiko2-1,kiko,kiko,ナツノさん......,Natsuno-san......
kiko2-1,kiko,kiko,......の、幽霊？,......the ghost?
kiko2-1,natsuno,natsuno,......,......
kiko2-1,survivor00,survivor00,right-right,right-right
kiko2-1,natsuno,natsuno,............,............
kiko2-1,3,3,,
kiko2-1,1,1,,
kiko2-1,,,,
kiko2-1,survivor00,survivor00,right-right,right-right
kiko2-1,survivor01,survivor01,right-left,right-left
kiko2-1,1,1,,
kiko2-1,character01,character01,,
kiko2-1,1,1,,
kiko2-1,natsuno,natsuno,......,......
kiko2-1,natsuno,natsuno,......じゃあ、本当に,"......So, really"
kiko2-1,natsuno,natsuno,その子は、ミノタローじゃない......んだ,That girl isn't Minotaro......is she
kiko2-1,kiko,kiko,はい,Yes
kiko2-1,kiko,kiko,この子は、カンタローっていいます,This is Kantarō
kiko2-1,natsuno,natsuno,......,......
kiko2-1,survivor00,survivor00,right-right,right-right
kiko2-1,natsuno,natsuno,......由来を聞いてもいい？,......Can I ask where the name came from?
kiko2-1,kiko,kiko,ゆ、由来......？,W-where the name came from......?
kiko2-1,kiko,kiko,えーと......,Um......
kiko2-1,kiko,kiko,インスピレーション......？,Inspiration......?
kiko2-1,natsuno,natsuno,......,......
kiko2-1,natsuno,natsuno,......なるほど,......I see
kiko2-1,natsuno,natsuno,ちなみに、ミノタローの名づけ親って......,"By the way, the one who named Minotaro......"
kiko2-1,kiko,kiko,......？,......?
kiko2-1,kiko,kiko,わ、私です......,I-I did......
kiko2-1,kiko,kiko,小さい頃なので、よく憶えてないんですけど,"I was little, so I don't remember very well"
kiko2-1,natsuno,natsuno,......,......
kiko2-1,natsuno,natsuno,......なるほど,......I see
kiko2-1,kiko,kiko,......,......
kiko2-1,kiko,kiko,......あの,......Um
kiko2-1,kiko,kiko,ナツノさんも,Natsuno-san
kiko2-1,kiko,kiko,本当に......ナツノさん、なんですよね,"You really......are Natsuno-san, right"
kiko2-1,kiko,kiko,ええと......,Um......
kiko2-1,kiko,kiko,なんて言ったらいいか......,I don't know how to put it......
kiko2-1,kiko,kiko,......,......
kiko2-1,survivor00,survivor00,right-right,right-right
